,RSS,AAB,InsulinB,PI3K_T_MCF7,PI3K_T_ZR751,RICTOR_T_MCF7,RICTOR_T_ZR751,RPTOR_T_MCF7,RPTOR_T_ZR751,kAktByTor2Dephos,kAktByTor2Phos,kAktDephos,kAktPhos_kcat,kFourEBP1Dephos,kFourEBP1Phos,kIRS1Act,kIRS1Inact,kIRS1Phos,kPI3KDephos,kPI3KPhos,kPras40Dephos,kPras40Phos,kRAS,kS6KDephos,kS6KPhos,kTSC2Dephos,kTSC2Phos,kTSC2PhosBoost,kmTORC1Dephos,kmTORC1LysToCyt,kmTORC1Phos,kmTORC1_Dis,kmTORC1cytToLys,kmTORC2Dephos,kmTORC2DephosByS6K,kmTORC2_Dis,kmTOR_RIC_Comb,kmTOR_RPT_Comb,mTOR_T_MCF7,mTOR_T_ZR751
0,1.99075,0.12584,0.0391355,53.1156,50.2848,36.9524,38.2571,78.1116,65.7639,75.2,76.0838,0.0227482,0.0184666,98.4192,34.2256,62.507,3.35635,100.0,30.3999,0.0145738,0.01,0.193406,98.4,100.0,12.2674,0.399445,0.0107757,100.0,100.0,72.19800000000002,12.9726,0.198223,100.0,0.0119567,100.0,1.34033,1.23229,100.0,33.6258,22.8635
1,2.00856,0.0115074,0.60595,73.7514,71.1335,41.3473,35.5498,22.1454,14.7335,0.772345,0.01,0.0198032,0.01,98.56,95.392,5.00068,23.8426,100.0,45.6539,0.01,0.01,0.434663,12.2948,25.8329,12.0371,0.0685872,0.059477,100.0,99.648,0.906049,6.78866,3.05925,94.656,100.0,0.010123899999999998,99.9808,74.3377,97.6322,100.0,78.7488
2,2.02618,0.050505,0.026360400000000003,28.249,26.0691,35.7375,27.3922,29.6511,15.1715,89.45,0.0141058,0.106169,0.010001799999999998,32.9507,15.1256,69.06,2.43412,65.24,14.5694,0.01,0.01,1.80329,100.0,94.0508,18.1059,99.9987,0.0107416,49.6548,22.1628,45.7831,67.0874,4.71776,99.9571,0.0100488,52.4667,0.582159,99.6229,0.0328942,53.0671,53.4837
3,2.0265299999999997,0.07212719999999999,0.0289295,28.4336,26.3263,16.4594,11.9138,59.7713,58.6324,63.7671,1.12531,0.01,0.013456000000000001,10.6581,2.6677400000000002,38.8466,1.54785,94.5216,77.4464,0.0120926,0.01,0.416958,24.2442,86.6141,5.40381,74.5436,3.86004,2.24548,56.9992,15.1578,34.1096,0.8012779999999999,44.5261,0.013799,48.038000000000004,0.0186254,85.3515,27.93,21.9472,15.7278
4,2.02684,0.0102496,0.0126569,15.5719,14.3508,11.6009,7.6596600000000015,76.5738,14.2741,99.6992,9.9172,0.01,0.616129,21.656,9.96743,7.931539999999999,0.131824,3.3972900000000004,98.0574,0.0100729,0.01,0.0346081,41.5132,80.1632,14.9055,100.0,61.4456,1.48658,99.968,1.70115,55.6751,2.08283,99.8784,0.0106947,20.3144,0.010089,6.39626,0.01,34.3402,98.1489
5,2.0270900000000003,0.05823250000000001,0.01,15.6114,14.4148,15.8577,10.3969,52.3666,22.9503,3.82351,0.314353,0.0318414,0.01,49.4847,11.9414,40.0852,0.516604,15.3212,1.59915,0.01,0.01,0.106922,99.1117,26.8633,2.3631900000000003,100.0,50.5393,1.45478,43.9972,15.3882,28.8804,11.1199,100.0,0.0101056,46.9139,0.01,58.9071,0.08614989999999999,65.3962,100.0
6,2.02711,0.01,0.0225138,78.5192,72.7463,15.4461,10.8143,8.87274,5.89996,96.1739,2.91496,0.0124706,0.010000299999999998,29.4992,31.5555,96.7354,2.89309,96.4522,100.0,0.0381917,0.0100006,0.139729,24.4309,66.6972,24.7566,100.0,0.113959,1.94027,99.0502,3.37169,27.9594,0.226773,99.9993,0.0100005,21.9985,0.0100364,30.1639,0.01,31.7425,27.499
7,2.02725,0.010068,0.01,69.1126,63.7735,11.886,7.77347,2.48085,1.7333599999999998,100.0,11.1063,0.0117854,0.14165899999999998,17.2525,60.6765,13.2205,0.170071,5.17199,99.9899,0.0100014,0.01,0.040547900000000005,100.0,8.874830000000003,11.0182,99.9981,52.2372,1.46302,10.7758,0.882726,1.32873,1.13322,64.3406,0.0100006,48.5584,0.01,0.583829,63.9751,79.5843,28.7023
8,2.02745,0.017697,0.01,3.29464,3.04063,22.7489,13.7289,83.2672,72.3715,47.5208,4.32594,0.01,0.0215582,18.226,8.627460000000001,96.9158,1.24855,31.5435,35.6946,0.0252711,0.01,0.620689,87.4274,22.2414,4.2487900000000005,95.8512,99.84,1.38094,80.3556,4.62561,29.9203,2.31129,100.0,0.01,44.4736,0.01,98.2996,72.5977,29.8994,18.7637
9,2.02754,0.053146000000000006,0.01,40.7546,37.6277,37.0623,25.4931,4.96301,3.32424,95.4636,2.4947,0.019358,0.0155243,7.646619999999999,22.3657,24.7155,0.317364,7.2800699999999985,47.18,0.01,0.01,0.477623,82.5838,14.9469,18.1613,99.9238,100.0,1.52896,99.9956,15.4853,9.61601,0.0101334,67.3107,0.06617819999999999,25.4865,0.0110838,39.5604,42.1679,90.4,40.2318
10,2.0276400000000003,0.0128966,0.0100002,100.0,92.4026,19.2037,14.4676,22.1114,11.5186,1.50692,0.0300898,0.01,0.0100002,11.6436,12.4383,10.4083,0.133368,3.25027,99.9903,0.0667053,0.01,0.0490205,44.4809,16.5054,6.9599199999999986,53.8756,20.4163,1.95143,97.7675,0.010357600000000002,6.55651,4.15789,99.9919,0.0178361,9.31449,0.103628,99.4801,99.8156,35.6015,26.7602
11,2.0282,0.0240824,0.0627123,5.66259,5.23083,13.4844,8.34641,4.95947,3.50782,76.5793,0.5095069999999999,0.0543275,0.0990232,22.8179,86.6302,60.6651,5.50515,100.0,28.3584,0.01,0.01,0.8934489999999999,28.4876,4.5391,7.72695,100.0,99.9666,5.89041,68.0859,1.10244,5.2742,0.709559,19.3626,0.01,49.4737,0.01,10.6416,34.2099,35.0471,11.9102
12,2.02821,0.129509,0.036334,29.4838,27.2811,44.7108,22.9713,34.1674,18.0293,100.0,2.9947,0.0482018,0.014086,26.1187,36.6259,19.4969,0.962529,21.9921,100.0,0.05517,0.01,0.661333,82.1283,26.5491,14.7906,100.0,99.8282,2.32102,78.1014,1.30122,25.9759,20.6189,28.7765,0.0100192,76.8518,0.65037,1.16394,26.2461,15.6919,11.1287
13,2.02827,0.027266500000000003,0.0100001,13.5745,12.5316,8.444410000000001,5.40066,35.0393,15.2576,11.7262,2.03375,0.0444784,0.172648,78.5881,67.5294,68.4429,0.874526,17.2998,29.4886,0.0124486,0.01,0.147267,53.7325,30.5781,11.5384,99.9936,64.3881,1.43151,50.577,0.464936,4.12772,2.88546,32.2106,0.01,17.9676,0.01,24.5209,37.48,30.573,22.5321
14,2.02835,0.161142,0.05797330000000001,35.1696,32.45,15.4125,9.73943,13.2889,9.01494,25.3363,0.146575,0.175472,0.07454,6.05885,8.95086,56.0822,4.65944,81.0945,38.4505,0.0105426,0.01,0.8084680000000001,69.4604,90.3432,61.4562,100.0,46.7154,5.6219199999999985,89.064,65.8976,16.5016,4.62415,41.8479,0.01,99.9563,0.0107868,98.286,99.6112,66.904,21.0913
15,2.02847,0.150364,0.0294805,37.8455,34.9099,24.1105,10.8993,99.3367,8.728769999999999,100.0,4.78036,0.033802,0.0100009,10.1002,12.7065,16.455,0.649254,10.5056,19.049,0.0461631,0.01,0.122442,99.9952,26.8252,16.3358,100.0,39.9317,1.63406,73.9604,85.2276,20.4763,7.78403,53.7396,0.01,68.8025,0.5535909999999999,50.3632,45.4172,29.926,100.0
16,2.02852,0.0245505,0.0501906,25.9136,23.9262,21.254,17.0952,26.4894,20.8852,99.2009,0.469807,0.08301739999999999,0.01,3.94777,4.22374,34.7765,2.46095,51.8222,64.2378,0.0130898,0.01,4.9487,97.8873,12.2875,5.5254900000000005,100.0,92.7224,8.78098,82.2175,8.14114,10.1919,1.35395,100.0,0.01,100.0,1.6445299999999998,26.3641,17.8218,19.2075,13.1623
17,2.02863,0.010367,0.0539487,71.2504,65.7431,25.8764,33.6532,15.7732,12.1134,100.0,0.924341,0.0536664,0.0100008,18.4293,31.3684,45.8864,3.50895,60.9902,97.9046,0.114592,0.01,0.21068,54.8288,30.7245,23.8361,99.9997,0.5087430000000001,2.86415,36.4696,0.012867600000000002,2.09107,1.84278,49.2578,0.01,73.3898,0.270181,2.17543,99.9101,51.6471,26.6711
18,2.02873,0.01,0.01,11.4178,10.54,37.0179,18.9945,99.9968,14.5527,76.2973,3.05209,0.0252188,0.010178200000000002,50.4612,45.4659,35.5192,0.453905,7.701810000000001,85.6811,0.199692,0.01,0.30659000000000003,100.0,5.82544,2.47968,100.0,0.01,1.47417,56.6805,0.118135,4.8772,2.22651,61.4717,0.0100066,23.4247,0.201203,24.4865,24.1758,50.1521,77.1926
19,2.02911,0.226984,0.0306909,16.5595,15.2664,29.9502,51.5612,65.2691,61.9622,56.5987,7.53212,0.032614099999999986,0.01,26.0957,15.2893,59.0297,2.44584,42.7813,52.7938,0.024123,0.0100001,1.34386,100.0,84.8885,23.1206,99.9486,89.5175,1.82578,78.2816,76.2169,24.643,5.8438300000000005,13.9348,0.0100452,54.9756,1.2533299999999998,0.504495,54.1223,52.1394,34.736999999999995
20,2.0291900000000003,0.0849327,0.0479387,16.7056,15.5235,33.0363,22.757,17.1363,11.8203,29.8963,0.0769533,0.16502,0.277722,46.3822,28.107,55.2214,3.79629,80.0918,97.3783,0.0102095,0.01,1.07221,87.654,86.6224,26.1382,94.3936,30.8622,4.9085800000000015,100.0,25.1525,13.6167,7.56545,85.1182,0.592949,93.6373,0.014646700000000004,26.4591,96.9653,99.5713,55.2271
21,2.0292,0.0715079,0.0118492,38.0309,35.1721,50.3949,24.186,46.0442,7.70955,100.0,4.50626,0.102668,0.0104326,16.4911,47.647,86.8222,1.32748,61.025,65.9344,0.06604810000000001,0.312466,0.862251,99.9859,5.26433,4.28409,99.9872,14.188,1.42615,23.2194,11.604,42.0306,4.28753,36.1584,0.010032,94.126,0.176816,93.8304,8.91669,35.9708,22.6307
22,2.02937,0.0198566,0.01,20.3934,18.8819,15.9848,10.3007,31.0696,15.9801,25.0249,1.9905,0.0120575,0.0100206,9.64194,83.6678,7.93124,0.101752,2.90177,31.9339,0.0488577,0.0366287,0.121727,79.2721,25.7916,80.9681,55.6815,62.4272,1.50024,100.0,0.0100005,0.5948319999999999,6.2508599999999985,99.9999,0.010301799999999998,34.6848,0.0239993,0.05023,0.973524,46.668,57.7007
23,2.02977,0.0316067,0.08189,99.1858,91.4474,6.87466,3.8298,77.0473,10.5138,74.8476,0.422182,0.208824,0.07557539999999999,21.025,41.469,57.8508,7.16828,99.9675,99.1888,0.01,0.01,0.9000319999999999,39.0744,21.6378,21.0484,100.0,84.9652,14.4733,24.8583,0.0437652,3.2154700000000003,14.2953,99.7784,0.0100801,89.5397,0.0100251,98.3915,27.6821,19.1558,14.6673
24,2.0298700000000003,0.017961,0.0106818,22.8861,21.0278,51.2099,25.5755,24.079,13.3573,54.6732,4.6513800000000005,0.0295113,0.167568,21.8268,17.6096,40.2144,0.5480189999999999,20.2526,92.8155,0.0125389,0.01,0.186673,100.0,24.8663,6.07008,99.972,93.4572,1.30728,57.5485,0.0145745,68.9465,4.51335,85.1319,0.0100005,85.7235,0.454335,2.1480900000000003,1.2023700000000002,32.6076,19.1949
25,2.02989,0.199586,0.062423,7.74247,7.15577,47.5997,60.2129,9.68312,24.7035,8.26861,0.0109493,0.0353846,0.0100096,3.81825,99.808,3.704180000000001,0.337318,10.5618,0.961397,0.01,0.112373,0.14132999999999998,22.9658,8.87053,76.8264,99.904,51.5271,12.4869,22.8622,12.2265,11.7384,29.5984,26.192,0.01,58.7583,0.177093,15.2363,70.6657,28.0669,17.9684
26,2.03004,0.070733,0.0426022,36.9176,34.1534,17.5842,12.2126,83.6611,65.7387,48.3619,0.243749,0.179937,0.0190739,21.4519,31.3697,49.9808,2.94735,100.0,80.0,0.01,0.559377,6.52125,63.8109,26.2456,12.1399,100.0,86.6078,5.2679300000000016,100.0,0.0122369,2.9724,26.1048,99.9989,0.108204,100.0,0.163081,29.224,69.457,46.1483,32.4338
27,2.03016,0.192129,0.0211294,19.0393,17.3955,41.0502,29.8951,13.8299,11.7555,99.2003,0.949397,0.153271,0.020596700000000003,39.3281,80.818,60.7802,1.73677,90.4095,98.176,0.0154845,0.462837,8.58521,99.6835,66.906,36.5944,99.9616,74.1049,1.98826,100.0,48.5105,8.16344,72.0925,99.6235,0.0115746,99.8408,0.412214,5.93096,94.6105,94.7518,44.7894
28,2.03057,0.01,0.016007499999999997,18.782,17.3603,9.68191,7.700710000000001,46.9575,50.6768,100.0,0.687938,0.0162471,0.049800300000000006,99.8485,75.5275,94.9981,1.95486,31.2233,64.9633,0.0100051,0.01,0.31897600000000004,15.3201,36.1659,13.2333,98.4438,0.208045,4.7088199999999985,99.9898,1.44229,47.6519,2.25117,83.1262,0.0571362,2.29046,0.0564091,53.50899999999999,0.0100009,51.2149,33.5743
29,2.03147,0.0409357,0.0434311,41.0057,38.1687,88.5301,67.0765,34.0503,31.4732,27.5,0.038899800000000005,0.07325889999999999,0.01,100.0,97.1215,63.3532,3.91859,100.0,6.47869,0.01,0.143767,0.38836,83.6668,80.6143,33.3997,99.8009,100.0,8.07036,12.0249,32.1134,27.8712,2.77584,99.9993,0.014537799999999997,100.0,0.33447,10.4185,3.79158,45.021,31.3179
30,2.03248,0.01,0.0303454,23.9412,22.3047,52.497,56.8228,40.0822,57.3084,100.0,1.9433,0.0867743,0.0132413,6.79983,10.5747,81.75,3.41356,100.0,6.26411,0.0100103,0.21938600000000005,0.549867,99.262,89.3239,50.6333,77.8589,100.0,2.08886,52.1022,0.313992,27.59,2.71962,99.9997,0.0104026,97.2297,0.803628,100.0,18.4518,24.1265,16.7431
31,2.03342,0.07891360000000001,0.047016900000000014,36.3085,33.4744,5.37551,3.793530000000001,14.8311,10.1853,51.9148,0.31908600000000004,0.149597,0.0120629,95.6864,35.435,37.4257,2.56192,62.9184,98.7035,0.0199284,0.01,5.40995,88.5801,22.5749,5.12896,99.808,98.116,10.3783,9.02673,31.8676,1.58076,0.0205041,99.9638,0.0173707,88.704,0.507456,44.3066,62.9136,99.2,86.3232
32,2.03385,0.0668175,0.0196921,50.7099,47.9668,15.8862,18.3217,17.2934,14.6319,23.3692,1.48997,0.0107773,0.0115207,66.8316,40.5856,51.4976,1.27587,27.5573,67.8261,0.103389,0.01,0.037485500000000005,88.5673,49.4945,17.8445,97.5589,70.9795,1.67386,6.40648,1.15998,2.06462,20.7128,98.4171,0.011411200000000002,54.1943,0.0775878,0.016830200000000003,91.2042,91.722,29.1373
33,2.03447,0.0795466,0.02852,13.1232,12.1219,25.4846,19.047,31.021,37.5984,90.648,0.6566649999999999,0.0833294,0.0100098,3.81226,18.3121,74.7983,2.77205,44.485,96.3969,0.200239,0.16566,0.0157655,40.8437,19.2685,43.0633,51.3569,18.4344,2.46892,83.1605,0.0216071,3.83234,16.4272,36.4277,0.0159482,14.0311,0.5553560000000001,81.9202,3.42933,40.5857,28.4175
34,2.03511,0.0119368,0.08103289999999999,33.1843,31.1733,10.7826,6.58983,27.6743,18.5093,30.0535,0.0323921,0.0689405,0.0206412,37.2943,17.4535,11.9785,1.39341,23.0421,93.2081,0.104602,0.01,0.275911,23.3537,21.899,6.5632899999999985,99.9616,61.601000000000006,35.391,35.978,3.41121,2.5119700000000003,0.0128859,93.1511,0.0113622,46.8716,0.0111516,99.2061,100.0,79.1139,30.6798
35,2.043,0.0585552,0.708384,16.3621,15.0412,2.45391,2.4462900000000003,46.252,56.7357,10.1159,1.42598,0.131969,0.107355,100.0,17.1596,1.64834,22.7563,85.3214,34.6563,0.0153469,0.01,0.563806,1.05805,99.9971,5.68472,100.0,79.0334,40.3319,99.9262,10.0792,15.0437,5.39077,68.5417,100.0,0.0120156,41.9151,99.721,2.78328,99.9995,35.4414
36,2.0431,0.0569686,0.0501096,94.6988,87.1939,14.2711,45.5869,19.5795,47.7337,23.1868,0.01,0.032448000000000005,0.01,27.8703,10.9958,47.4912,3.74383,87.1344,61.9532,0.0110906,0.01,0.789862,93.1669,100.0,18.8226,38.5282,99.3662,0.0165125,44.4687,23.1497,7.74286,1.33953,96.0005,0.010208,100.0,1.3302,2.99093,4.34339,32.4116,20.8824
37,2.0431,0.0456049,0.545165,66.3681,61.0747,5.75234,15.0905,40.2875,49.8008,72.2318,0.146622,0.192089,0.117849,70.64699999999998,15.6876,2.98677,10.2212,99.9616,100.0,0.01,0.01,0.8340620000000001,3.95185,100.0,7.83953,100.0,0.209522,65.9045,100.0,15.7671,12.2167,1.49737,99.968,0.0659174,0.01,19.0588,92.2325,18.8658,74.7076,32.5018
38,2.04343,0.290829,0.706121,30.3246,27.9006,6.95564,10.6927,17.1352,12.7045,16.9066,14.9699,0.045050699999999985,0.0682182,19.0789,18.09,0.491008,6.3478,17.7296,43.458,0.0163618,0.01,0.192096,0.159854,9.10765,3.47546,99.8408,78.3102,14.0396,4.56446,54.5398,11.4226,1.89566,1.80931,39.6413,0.012064,69.9417,100.0,99.9996,28.0469,18.1786
39,2.0436,0.06641910000000001,0.236788,21.5888,19.7268,17.9142,15.7716,12.1981,10.6608,71.6401,0.01,0.0444761,0.187337,99.3309,41.2006,1.84528,0.979947,44.694,99.9901,0.0100266,0.01,0.350014,99.8724,83.3654,7.37438,100.0,3.91127,99.9977,0.0602029,0.337001,2.17668,14.3559,67.7909,0.0417347,0.0108172,60.3164,47.0052,88.5011,59.9281,42.027
40,2.04396,0.118311,0.0540942,13.8635,12.7522,44.9757,17.2215,24.6733,6.2860000000000005,100.0,0.023058,0.0125013,0.01,0.301613,0.865808,57.1088,4.35378,76.7556,87.2165,0.026833,0.01,0.941735,100.0,17.2036,22.4211,100.0,0.150286,43.8973,7.89567,0.0318989,3.45202,21.5669,28.0345,0.01,0.401936,8.54993,72.6793,100.0,25.2029,22.0782
41,2.04435,0.384289,0.713909,23.556,21.7057,62.2401,31.3258,31.0362,13.5533,5.75767,0.0968963,0.010000299999999998,0.24497600000000005,0.492818,18.2806,0.0313968,0.4869729999999999,16.8137,99.9677,0.013715799999999998,0.0363911,0.0433414,1.20221,6.90244,12.3789,100.0,81.2484,99.5643,7.849239999999999,23.726,44.5596,43.7572,5.05963,96.7346,0.0129347,90.6112,16.8721,0.265133,12.328,11.7919
42,2.04501,0.226569,0.482493,3.33015,3.07053,22.3014,18.2978,11.136,7.64447,100.0,0.0308156,0.145531,1.7740200000000002,4.90517,5.12196,1.6682,3.83769,99.9936,92.6768,0.0100172,0.37115,0.762368,13.5235,100.0,21.7609,100.0,99.9997,100.0,98.1517,99.1422,13.3081,0.0434052,53.877,2.87122,0.01,37.5466,20.605,0.833936,37.5732,33.4421
43,2.04503,0.0160605,0.269943,37.9602,34.9842,43.3256,14.9601,58.6074,22.3218,100.0,1.19818,0.0909602,0.204049,61.7974,49.0974,2.7528900000000003,1.80536,100.0,100.0,0.0100883,0.227859,0.395846,21.7419,54.992,7.4489,99.9935,81.3438,100.0,43.162,1.36488,2.55201,2.87334,99.4608,13.0742,0.0100125,3.42911,0.896602,39.9565,14.2392,10.0365
44,2.04503,0.0337358,0.351429,88.8756,82.2754,15.2028,13.549,14.5503,9.72125,31.8017,0.138987,0.162008,0.024942,47.6888,49.1939,8.70982,9.47181,100.0,27.5858,0.01,0.01,0.6499189999999999,89.2698,29.9417,14.6642,100.0,0.0456452,6.20772,100.0,3.64155,9.84922,2.33683,44.6401,100.0,0.010729700000000002,19.6004,19.7303,99.6827,100.0,37.3494
45,2.04523,0.125997,0.212698,35.1162,32.3825,9.04113,24.7144,21.3307,39.2704,53.7152,0.0249315,0.0923845,0.223131,19.9244,14.8982,3.27095,1.45238,66.2211,100.0,0.01,0.27368000000000003,0.386679,54.9703,100.0,16.0198,100.0,0.016421400000000003,77.9449,86.5224,0.01,8.55204,41.0168,77.2625,0.01,0.01,27.8481,15.092,35.6917,34.4677,20.8505
46,2.0455,0.297811,0.711141,2.87283,2.64629,31.287,93.9925,20.259,31.3558,99.9872,3.5615300000000003,0.153176,2.72593,20.8926,62.4769,1.09394,16.2755,71.5062,99.324,0.01,0.49259,0.648879,0.700706,47.9745,40.4263,100.0,20.3581,33.7759,100.0,44.7714,10.9968,36.6072,14.9868,99.9936,0.0119987,26.5047,3.53521,16.1091,41.3872,27.1935
47,2.04552,0.130574,0.228689,42.3901,39.0691,6.4538,22.0063,34.3468,82.7731,86.0983,0.0364236,0.199318,0.01,100.0,100.0,6.98889,3.47696,100.0,96.2675,0.01,0.628943,14.8948,54.3505,7.44313,2.19163,100.0,6.15388,100.0,99.9999,9.49005,3.58935,1.80207,17.76,23.7689,0.01,7.154839999999999,9.13286,2.71721,89.175,28.6624
